1 3 2 5 8 6 9 4 7 10 19 20 16 11 14 17 18 13 15 12
1 4 3 13 18 9 8 7 15 20 10 19 14 16 17 11 12 2 6 5
5 4 2 3 6 9 8 1 10 18 20 19 7 11 12 15 17 13 16 14
3 2 19 1 10 16 8 11 7 14 15 13 18 4 17 5 6 9 20 12
3 4 6 1 5 18 10 8 19 16 11 14 15 12 7 20 2 17 13 9
5 1 3 2 4 20 13 9 6 10 15 19 18 7 17 12 11 14 16 8
1 4 6 5 3 2 9 10 20 16 13 17 18 19 15 7 12 8 14 11
3 6 2 5 1 18 4 10 9 16 17 7 15 14 12 8 11 19 20 13
6 2 1 17 18 20 19 8 16 15 13 10 11 12 7 3 14 5 4 9
1 3 2 4 5 9 20 8 18 19 7 11 13 12 6 17 10 15 16 14
3 4 2 6 9 17 19 20 15 14 18 10 7 13 16 8 11 1 12 5
3 1 2 5 4 13 18 8 10 17 14 9 20 19 15 12 11 7 6 16
1 3 6 4 19 20 17 18 13 15 10 12 11 14 7 5 2 16 8 9
3 2 4 1 6 20 19 10 11 12 16 7 9 13 15 18 5 8 14 17
3 6 1 4 2 5 8 10 16 9 15 7 13 11 17 19 14 18 12 20
3 4 1 2 6 5 16 18 20 19 17 9 15 8 11 7 10 12 13 14
3 4 6 5 2 1 19 17 20 10 13 15 14 8 7 12 11 16 9 18
2 6 3 1 4 9 10 19 14 15 7 13 12 11 16 5 17 8 20 18
6 1 2 3 4 9 16 7 15 13 20 11 12 14 18 17 5 19 10 8
3 6 2 5 4 1 16 17 18 19 14 10 13 7 20 8 12 11 9 15
3 1 6 5 4 10 16 19 17 18 8 14 11 7 12 13 20 15 2 9
